CUDA: False
Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=17100, cuda_deterministic=False, num_processes=2, num_steps=2048, ppo_epoch=10, num_mini_batch=2, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptWalking20250802/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.00012, rnn_type='VRNN', hidden_size=64, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1000000, 10000], qvar=[0.4, 0.5], birthx=[2.8, 3.0], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='walk-v6_20250802_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.83_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n2_walking_seed17100f1', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob', 'metabolic', 'found'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
PPO Args ---> Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=17100, cuda_deterministic=False, num_processes=2, num_steps=2048, ppo_epoch=10, num_mini_batch=2, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptWalking20250802/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.00012, rnn_type='VRNN', hidden_size=64, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1000000, 10000], qvar=[0.4, 0.5], birthx=[2.8, 3.0], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='walk-v6_20250802_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.83_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n2_walking_seed17100f1', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob', 'metabolic', 'found'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
Using Precomputed Plume...
Using Precomputed Plume...
2025-08-02 08:20:36.623 python[18876:58834897] +[NSXPCSharedListener endpointForReply:withListenerName:replyErrorCode:]: an error occurred while attempting to obtain endpoint for listener 'ClientCallsAuxiliary': Connection invalid
2025-08-02 08:20:36.623 python[18877:58834898] +[NSXPCSharedListener endpointForReply:withListenerName:replyErrorCode:]: an error occurred while attempting to obtain endpoint for listener 'ClientCallsAuxiliary': Connection invalid
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x16eb36d30>, 't_val_min': 10.0, 'sim_steps_max': 2200, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 2.8, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.4, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob', 'metabolic', 'found'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 17100, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob', 'metabolic', 'found']
Using MLPBase
hidden_size 64
Using VanillaRNN
Saved ./trained_models/ExptWalking20250802//plume_walk-v6_20250802_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.83_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n2_walking_seed17100f1.pt.start
Stage: 0/2 - constantx5b5 b2.8 q0.4 n1000000
Saved ./trained_models/ExptWalking20250802/plume_walk-v6_20250802_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.83_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n2_walking_seed17100f1.pt
Update 0/244, T 4096, FPS 195, 21-training-episode: mean/median 1.5/-2.9, min/max -6.9/96.8
Update 155/244, T 638976, FPS 202, 50-training-episode: mean/median 78.1/100.6, min/max -2.3/100.9
Update 156/244, T 643072, FPS 202, 50-training-episode: mean/median 82.0/100.4, min/max -2.4/100.9
Update 157/244, T 647168, FPS 202, 50-training-episode: mean/median 82.0/100.4, min/max -2.4/100.9
Update 158/244, T 651264, FPS 202, 50-training-episode: mean/median 69.7/100.4, min/max -3.4/100.9
Update 159/244, T 655360, FPS 202, 50-training-episode: mean/median 69.7/100.4, min/max -3.4/101.0
Update 160/244, T 659456, FPS 202, 50-training-episode: mean/median 75.9/100.4, min/max -2.9/101.0
Update 161/244, T 663552, FPS 202, 50-training-episode: mean/median 69.7/100.3, min/max -3.1/101.0
Update 162/244, T 667648, FPS 202, 50-training-episode: mean/median 67.6/100.3, min/max -3.3/100.9
Update 163/244, T 671744, FPS 202, 50-training-episode: mean/median 71.8/100.4, min/max -3.3/101.0
Update 164/244, T 675840, FPS 202, 50-training-episode: mean/median 82.2/100.5, min/max -3.0/110.5
Update 165/244, T 679936, FPS 202, 50-training-episode: mean/median 84.0/100.5, min/max -3.5/100.9
Update 166/244, T 684032, FPS 202, 50-training-episode: mean/median 86.1/100.4, min/max -3.5/100.9
Update 167/244, T 688128, FPS 202, 50-training-episode: mean/median 71.7/100.2, min/max -2.9/101.0
Update 168/244, T 692224, FPS 202, 50-training-episode: mean/median 77.9/100.2, min/max -2.8/101.0
Update 169/244, T 696320, FPS 202, 50-training-episode: mean/median 81.9/100.2, min/max -3.3/100.9
Update 170/244, T 700416, FPS 202, 50-training-episode: mean/median 73.8/100.3, min/max -2.9/100.9
Update 171/244, T 704512, FPS 202, 50-training-episode: mean/median 77.9/100.3, min/max -2.6/100.9
Update 172/244, T 708608, FPS 202, 50-training-episode: mean/median 88.2/100.4, min/max -2.0/100.9
Update 173/244, T 712704, FPS 202, 50-training-episode: mean/median 80.0/100.4, min/max -3.4/100.9
Update 174/244, T 716800, FPS 202, 50-training-episode: mean/median 67.7/100.4, min/max -3.8/101.0
Update 175/244, T 720896, FPS 202, 50-training-episode: mean/median 65.7/100.3, min/max -3.8/101.0
Update 176/244, T 724992, FPS 202, 50-training-episode: mean/median 75.9/100.4, min/max -2.3/101.0
Update 177/244, T 729088, FPS 202, 50-training-episode: mean/median 82.0/100.3, min/max -2.6/101.0
Update 178/244, T 733184, FPS 202, 50-training-episode: mean/median 77.9/100.3, min/max -2.6/101.0
Update 179/244, T 737280, FPS 202, 50-training-episode: mean/median 80.1/100.5, min/max -2.5/101.0
Update 180/244, T 741376, FPS 202, 50-training-episode: mean/median 67.8/100.4, min/max -2.5/100.9
Update 181/244, T 745472, FPS 202, 50-training-episode: mean/median 74.0/100.6, min/max -2.4/100.9
Update 182/244, T 749568, FPS 202, 50-training-episode: mean/median 74.0/100.6, min/max -2.5/100.9
Update 183/244, T 753664, FPS 202, 50-training-episode: mean/median 66.0/100.4, min/max -3.0/101.0
Update 184/244, T 757760, FPS 202, 50-training-episode: mean/median 67.9/100.4, min/max -3.0/101.0
Update 185/244, T 761856, FPS 202, 50-training-episode: mean/median 63.7/100.5, min/max -2.4/100.9
Update 186/244, T 765952, FPS 202, 50-training-episode: mean/median 59.6/100.3, min/max -2.6/100.9
Update 187/244, T 770048, FPS 201, 50-training-episode: mean/median 67.7/100.4, min/max -3.0/100.9
Update 188/244, T 774144, FPS 201, 50-training-episode: mean/median 86.2/100.6, min/max -3.0/100.9
Update 189/244, T 778240, FPS 201, 50-training-episode: mean/median 76.0/100.6, min/max -4.2/100.9
Update 190/244, T 782336, FPS 201, 50-training-episode: mean/median 67.8/100.6, min/max -4.2/100.9
Update 191/244, T 786432, FPS 201, 50-training-episode: mean/median 75.9/100.6, min/max -3.1/100.9
Update 192/244, T 790528, FPS 201, 50-training-episode: mean/median 74.0/100.6, min/max -2.1/100.9
Update 193/244, T 794624, FPS 201, 50-training-episode: mean/median 55.6/100.4, min/max -2.8/100.9
Update 194/244, T 798720, FPS 200, 50-training-episode: mean/median 65.8/100.6, min/max -2.8/100.9
Update 195/244, T 802816, FPS 200, 50-training-episode: mean/median 71.9/100.6, min/max -2.6/100.9
Update 196/244, T 806912, FPS 200, 50-training-episode: mean/median 69.8/100.5, min/max -2.7/100.9
Update 197/244, T 811008, FPS 200, 50-training-episode: mean/median 57.6/100.4, min/max -2.7/100.9
Update 198/244, T 815104, FPS 200, 50-training-episode: mean/median 55.5/100.1, min/max -2.7/100.9
Update 199/244, T 819200, FPS 200, 50-training-episode: mean/median 65.7/100.4, min/max -2.8/100.9
Saved ./trained_models/ExptWalking20250802/plume_walk-v6_20250802_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.83_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n2_walking_seed17100f1.pt
Saved ./trained_models/ExptWalking20250802/plume_walk-v6_20250802_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.83_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n2_walking_seed17100f1.pt.best
Update 200/244, T 823296, FPS 200, 50-training-episode: mean/median 71.8/100.5, min/max -3.0/100.9
Update 201/244, T 827392, FPS 200, 50-training-episode: mean/median 78.1/100.6, min/max -3.0/101.0
Update 202/244, T 831488, FPS 199, 50-training-episode: mean/median 73.9/100.5, min/max -2.9/101.0
Update 203/244, T 835584, FPS 199, 50-training-episode: mean/median 59.6/100.5, min/max -2.9/100.9
Update 204/244, T 839680, FPS 199, 50-training-episode: mean/median 63.8/100.4, min/max -2.3/100.9
Update 205/244, T 843776, FPS 199, 50-training-episode: mean/median 68.1/100.6, min/max -2.7/110.8
Update 206/244, T 847872, FPS 199, 50-training-episode: mean/median 72.2/100.5, min/max -2.3/110.8
Update 207/244, T 851968, FPS 199, 50-training-episode: mean/median 69.9/100.5, min/max -2.3/100.9
Update 208/244, T 856064, FPS 199, 50-training-episode: mean/median 71.9/100.4, min/max -2.5/100.9
Update 209/244, T 860160, FPS 199, 50-training-episode: mean/median 82.1/100.5, min/max -2.8/100.9
Update 210/244, T 864256, FPS 198, 50-training-episode: mean/median 80.2/100.5, min/max -2.8/100.9
Update 211/244, T 868352, FPS 198, 50-training-episode: mean/median 72.1/100.5, min/max -2.9/100.9
Update 212/244, T 872448, FPS 198, 50-training-episode: mean/median 67.8/100.6, min/max -3.0/100.9
Update 213/244, T 876544, FPS 198, 50-training-episode: mean/median 63.6/100.2, min/max -3.2/100.9
Update 214/244, T 880640, FPS 198, 50-training-episode: mean/median 59.5/100.2, min/max -3.2/100.9
Update 215/244, T 884736, FPS 198, 50-training-episode: mean/median 67.8/100.5, min/max -2.7/100.9
Update 216/244, T 888832, FPS 198, 50-training-episode: mean/median 65.7/100.5, min/max -2.8/100.9
Update 217/244, T 892928, FPS 198, 50-training-episode: mean/median 71.8/100.5, min/max -3.0/100.9
Update 218/244, T 897024, FPS 198, 50-training-episode: mean/median 75.9/100.6, min/max -3.0/100.9
Update 219/244, T 901120, FPS 198, 50-training-episode: mean/median 73.9/100.5, min/max -2.9/100.9
Update 220/244, T 905216, FPS 198, 50-training-episode: mean/median 59.6/100.5, min/max -2.8/100.9
Update 221/244, T 909312, FPS 198, 50-training-episode: mean/median 51.4/100.0, min/max -3.0/100.9
Update 222/244, T 913408, FPS 198, 50-training-episode: mean/median 69.9/100.6, min/max -2.5/100.9
Update 223/244, T 917504, FPS 197, 50-training-episode: mean/median 63.7/100.5, min/max -2.8/100.9
Update 224/244, T 921600, FPS 197, 50-training-episode: mean/median 63.8/100.4, min/max -2.9/109.9
Update 225/244, T 925696, FPS 197, 50-training-episode: mean/median 61.7/100.4, min/max -3.5/109.9
Update 226/244, T 929792, FPS 197, 50-training-episode: mean/median 65.7/100.4, min/max -3.5/100.9
Update 227/244, T 933888, FPS 197, 50-training-episode: mean/median 67.7/100.4, min/max -3.1/101.0
Update 228/244, T 937984, FPS 197, 50-training-episode: mean/median 63.7/100.4, min/max -2.9/100.9
Update 229/244, T 942080, FPS 197, 50-training-episode: mean/median 65.9/100.5, min/max -2.7/110.2
Update 230/244, T 946176, FPS 197, 50-training-episode: mean/median 69.9/100.6, min/max -2.8/100.9
Update 231/244, T 950272, FPS 197, 50-training-episode: mean/median 67.8/100.6, min/max -2.8/100.9
Update 232/244, T 954368, FPS 197, 50-training-episode: mean/median 78.0/100.5, min/max -2.7/100.9
Update 233/244, T 958464, FPS 197, 50-training-episode: mean/median 80.1/100.6, min/max -3.2/101.0
Update 234/244, T 962560, FPS 197, 50-training-episode: mean/median 73.9/100.5, min/max -3.3/101.0
Update 235/244, T 966656, FPS 196, 50-training-episode: mean/median 82.2/100.5, min/max -2.4/100.9
Update 236/244, T 970752, FPS 196, 50-training-episode: mean/median 90.5/100.6, min/max -2.6/100.9
Update 237/244, T 974848, FPS 196, 50-training-episode: mean/median 80.3/100.5, min/max -2.6/101.0
Update 238/244, T 978944, FPS 196, 50-training-episode: mean/median 73.9/100.6, min/max -2.9/100.9
Update 239/244, T 983040, FPS 196, 50-training-episode: mean/median 71.9/100.4, min/max -2.9/100.9
Update 240/244, T 987136, FPS 196, 50-training-episode: mean/median 78.1/100.6, min/max -2.3/100.9
Update 241/244, T 991232, FPS 196, 50-training-episode: mean/median 80.1/100.6, min/max -2.8/100.9
Update 242/244, T 995328, FPS 196, 50-training-episode: mean/median 84.2/100.6, min/max -2.8/100.9
Saved ./trained_models/ExptWalking20250802/plume_walk-v6_20250802_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.83_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n2_walking_seed17100f1.pt
Saved ./trained_models/ExptWalking20250802/plume_walk-v6_20250802_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.83_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n2_walking_seed17100f1.pt.best
Update 243/244, T 999424, FPS 196, 50-training-episode: mean/median 84.2/100.6, min/max -2.5/100.9
Stage: 1/2 - noisy3x5b5 b3.0 q0.5 n10000
Using Precomputed Plume...
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x100fe7220>, 't_val_min': 10.0, 'sim_steps_max': 2200, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 2.8, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.4, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob', 'metabolic', 'found'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 17100, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob', 'metabolic', 'found']
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x100fe7220>, 't_val_min': 10.0, 'sim_steps_max': 2200, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 2.8, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.4, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob', 'metabolic', 'found'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 17100, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob', 'metabolic', 'found']
Saved ./trained_models/ExptWalking20250802/plume_walk-v6_20250802_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.83_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n2_walking_seed17100f1.pt
Update 0/2, T 4096, FPS 97, 50-training-episode: mean/median -1.4/-1.3, min/max -2.3/-0.8
Saved ./trained_models/ExptWalking20250802/plume_walk-v6_20250802_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.83_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n2_walking_seed17100f1.pt
Update 1/2, T 8192, FPS 101, 50-training-episode: mean/median -1.3/-1.5, min/max -2.5/8.8
Saved ./trained_models/ExptWalking20250802//plume_walk-v6_20250802_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicfound_bx2.83_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n2_walking_seed17100f1.pt
Starting evaluation
Evaluating on dataset: switch15x5b5
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x16eb25fd0>, 't_val_min': 10.0, 'sim_steps_max': 2200, 'reset_offset_tmax': 30, 'dataset': 'switch15x5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 1.0, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.0, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.4, 'r_shaping': ['step', 'oob', 'metabolic', 'found'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': False, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 17100, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
switch15x5b5
Exception: [Errno 2] No such file or directory: '/Users/aaravsinha/plume/plumedata//puff_data_switch15x5b5.pickle'
Traceback (most recent call last):
  File "/Users/aaravsinha/manyplume/oneplume/ppo/evalCli.py", line 271, in eval_loop
    env = make_vec_envs(
  File "/Users/aaravsinha/manyplume/oneplume/ppo/a2c_ppo_acktr/envs.py", line 132, in make_vec_envs
    envs = DummyVecEnv(envs)
  File "/opt/anaconda3/envs/py39/lib/python3.9/site-packages/stable_baselines3/common/vec_env/dummy_vec_env.py", line 26, in __init__
    self.envs = [fn() for fn in env_fns]
  File "/opt/anaconda3/envs/py39/lib/python3.9/site-packages/stable_baselines3/common/vec_env/dummy_vec_env.py", line 26, in <listcomp>
    self.envs = [fn() for fn in env_fns]
  File "/Users/aaravsinha/manyplume/oneplume/ppo/a2c_ppo_acktr/envs.py", line 34, in _thunk
    env = plume_env.PlumeEnvironment(
  File "/Users/aaravsinha/manyplume/oneplume/ppo/../plume_env.py", line 116, in __init__
    self.set_dataset(dataset)
  File "/Users/aaravsinha/manyplume/oneplume/ppo/../plume_env.py", line 205, in set_dataset
    self.data_puffs_all, self.data_wind_all = sim_analysis.load_plume(
  File "/Users/aaravsinha/manyplume/oneplume/ppo/../sim_analysis.py", line 173, in load_plume
    data_puffs = pandas.read_pickle(puff_filename)
  File "/opt/anaconda3/envs/py39/lib/python3.9/site-packages/pandas/io/pickle.py", line 185, in read_pickle
    with get_handle(
  File "/opt/anaconda3/envs/py39/lib/python3.9/site-packages/pandas/io/common.py", line 882, in get_handle
    handle = open(handle, ioargs.mode)
FileNotFoundError: [Errno 2] No such file or directory: '/Users/aaravsinha/plume/plumedata//puff_data_switch15x5b5.pickle'
Evaluating on dataset: switch30x5b5
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x16eb25df0>, 't_val_min': 10.0, 'sim_steps_max': 2200, 'reset_offset_tmax': 30, 'dataset': 'switch30x5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 1.0, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.0, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.4, 'r_shaping': ['step', 'oob', 'metabolic', 'found'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': False, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 17100, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
switch30x5b5
Exception: [Errno 2] No such file or directory: '/Users/aaravsinha/plume/plumedata//puff_data_switch30x5b5.pickle'
Traceback (most recent call last):
  File "/Users/aaravsinha/manyplume/oneplume/ppo/evalCli.py", line 271, in eval_loop
    env = make_vec_envs(
  File "/Users/aaravsinha/manyplume/oneplume/ppo/a2c_ppo_acktr/envs.py", line 132, in make_vec_envs
    envs = DummyVecEnv(envs)
  File "/opt/anaconda3/envs/py39/lib/python3.9/site-packages/stable_baselines3/common/vec_env/dummy_vec_env.py", line 26, in __init__
    self.envs = [fn() for fn in env_fns]
  File "/opt/anaconda3/envs/py39/lib/python3.9/site-packages/stable_baselines3/common/vec_env/dummy_vec_env.py", line 26, in <listcomp>
    self.envs = [fn() for fn in env_fns]
  File "/Users/aaravsinha/manyplume/oneplume/ppo/a2c_ppo_acktr/envs.py", line 34, in _thunk
    env = plume_env.PlumeEnvironment(
  File "/Users/aaravsinha/manyplume/oneplume/ppo/../plume_env.py", line 116, in __init__
    self.set_dataset(dataset)
  File "/Users/aaravsinha/manyplume/oneplume/ppo/../plume_env.py", line 205, in set_dataset
    self.data_puffs_all, self.data_wind_all = sim_analysis.load_plume(
  File "/Users/aaravsinha/manyplume/oneplume/ppo/../sim_analysis.py", line 173, in load_plume
    data_puffs = pandas.read_pickle(puff_filename)
  File "/opt/anaconda3/envs/py39/lib/python3.9/site-packages/pandas/io/pickle.py", line 185, in read_pickle
    with get_handle(
  File "/opt/anaconda3/envs/py39/lib/python3.9/site-packages/pandas/io/common.py", line 882, in get_handle
    handle = open(handle, ioargs.mode)
FileNotFoundError: [Errno 2] No such file or directory: '/Users/aaravsinha/plume/plumedata//puff_data_switch30x5b5.pickle'
Evaluating on dataset: switch45x5b5
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x16eb25c10>, 't_val_min': 10.0, 'sim_steps_max': 2200, 'reset_offset_tmax': 30, 'dataset': 'switch45x5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 1.0, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.0, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.4, 'r_shaping': ['step', 'oob', 'metabolic', 'found'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': False, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 17100, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
switch45x5b5
Exception: [Errno 2] No such file or directory: '/Users/aaravsinha/plume/plumedata//puff_data_switch45x5b5.pickle'
Traceback (most recent call last):
  File "/Users/aaravsinha/manyplume/oneplume/ppo/evalCli.py", line 271, in eval_loop
    env = make_vec_envs(
  File "/Users/aaravsinha/manyplume/oneplume/ppo/a2c_ppo_acktr/envs.py", line 132, in make_vec_envs
    envs = DummyVecEnv(envs)
  File "/opt/anaconda3/envs/py39/lib/python3.9/site-packages/stable_baselines3/common/vec_env/dummy_vec_env.py", line 26, in __init__
    self.envs = [fn() for fn in env_fns]
  File "/opt/anaconda3/envs/py39/lib/python3.9/site-packages/stable_baselines3/common/vec_env/dummy_vec_env.py", line 26, in <listcomp>
    self.envs = [fn() for fn in env_fns]
  File "/Users/aaravsinha/manyplume/oneplume/ppo/a2c_ppo_acktr/envs.py", line 34, in _thunk
    env = plume_env.PlumeEnvironment(
  File "/Users/aaravsinha/manyplume/oneplume/ppo/../plume_env.py", line 116, in __init__
    self.set_dataset(dataset)
  File "/Users/aaravsinha/manyplume/oneplume/ppo/../plume_env.py", line 205, in set_dataset
    self.data_puffs_all, self.data_wind_all = sim_analysis.load_plume(
