CUDA: False
Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=31517, cuda_deterministic=False, num_processes=2, num_steps=2048, ppo_epoch=10, num_mini_batch=2, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptMemory20250724/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.000115, rnn_type='VRNN', hidden_size=62, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1100000, 4700000], qvar=[2.0, 0.5], birthx=[0.3, 0.8], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed31517f4', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob', 'metabolic', 'turn'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
PPO Args ---> Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=31517, cuda_deterministic=False, num_processes=2, num_steps=2048, ppo_epoch=10, num_mini_batch=2, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/ExptMemory20250724/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.000115, rnn_type='VRNN', hidden_size=62, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1100000, 4700000], qvar=[2.0, 0.5], birthx=[0.3, 0.8], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed31517f4', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob', 'metabolic', 'turn'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
Using Precomputed Plume...
Using Precomputed Plume...
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x320fbae20>, 't_val_min': 60.0, 'sim_steps_max': 300, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 0.3, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 2.0, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob', 'metabolic', 'turn'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.141592653589793, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 31517, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob', 'metabolic', 'turn']
Using MLPBase
hidden_size 62
Using VanillaRNN
Saved ./trained_models/ExptMemory20250724//plume_20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed31517f4.pt.start
Stage: 0/2 - constantx5b5 b0.3 q2.0 n1100000
Saved ./trained_models/ExptMemory20250724/plume_20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed31517f4.pt
Update 0/268, T 4096, FPS 392, 50-training-episode: mean/median -80.5/-60.1, min/max -308.6/-2.3
Update 160/1147, T 659456, FPS 411, 50-training-episode: mean/median -12.0/-4.1, min/max -69.4/63.8
Update 161/1147, T 663552, FPS 411, 50-training-episode: mean/median -7.9/-1.3, min/max -82.5/70.0
Update 162/1147, T 667648, FPS 411, 50-training-episode: mean/median -16.8/-9.6, min/max -75.2/47.9
Update 163/1147, T 671744, FPS 411, 50-training-episode: mean/median -14.6/-7.0, min/max -85.8/-0.6
Update 164/1147, T 675840, FPS 411, 50-training-episode: mean/median -11.9/-4.8, min/max -82.8/-0.5
Update 165/1147, T 679936, FPS 411, 50-training-episode: mean/median -14.0/-3.6, min/max -105.4/53.2
Update 166/1147, T 684032, FPS 411, 50-training-episode: mean/median -13.1/-2.9, min/max -64.1/56.6
Update 167/1147, T 688128, FPS 411, 50-training-episode: mean/median -12.0/-5.6, min/max -77.9/29.7
Update 168/1147, T 692224, FPS 411, 50-training-episode: mean/median -13.2/-1.7, min/max -89.3/52.4
Update 169/1147, T 696320, FPS 411, 50-training-episode: mean/median -13.4/-6.5, min/max -59.7/45.8
Update 170/1147, T 700416, FPS 411, 50-training-episode: mean/median -14.2/-5.2, min/max -74.3/-0.7
Update 171/1147, T 704512, FPS 411, 50-training-episode: mean/median -10.6/-3.8, min/max -77.9/70.3
Update 172/1147, T 708608, FPS 411, 50-training-episode: mean/median -20.9/-11.3, min/max -106.7/66.8
Update 173/1147, T 712704, FPS 411, 50-training-episode: mean/median -10.9/-3.2, min/max -87.1/40.4
Update 174/1147, T 716800, FPS 411, 50-training-episode: mean/median -10.2/-2.0, min/max -61.5/66.8
Update 175/1147, T 720896, FPS 411, 50-training-episode: mean/median -14.1/-13.1, min/max -43.7/-0.7
Update 176/1147, T 724992, FPS 411, 50-training-episode: mean/median -12.9/-5.3, min/max -69.6/-0.5
Update 177/1147, T 729088, FPS 411, 50-training-episode: mean/median -8.6/-1.8, min/max -57.3/59.7
Update 178/1147, T 733184, FPS 411, 50-training-episode: mean/median -16.5/-6.4, min/max -77.8/-0.5
Update 179/1147, T 737280, FPS 411, 50-training-episode: mean/median -12.8/-5.4, min/max -88.8/75.8
Update 180/1147, T 741376, FPS 411, 50-training-episode: mean/median -11.5/-1.7, min/max -87.0/30.4
Update 181/1147, T 745472, FPS 411, 50-training-episode: mean/median -14.2/-5.6, min/max -70.5/-0.4
Update 182/1147, T 749568, FPS 411, 50-training-episode: mean/median -12.1/-5.1, min/max -78.5/-0.6
Update 183/1147, T 753664, FPS 411, 50-training-episode: mean/median -9.8/-2.1, min/max -58.1/73.4
Update 184/1147, T 757760, FPS 411, 50-training-episode: mean/median -8.5/-4.5, min/max -65.5/61.5
Update 185/1147, T 761856, FPS 411, 50-training-episode: mean/median -13.6/-6.8, min/max -73.1/63.9
Update 186/1147, T 765952, FPS 411, 50-training-episode: mean/median -11.5/-2.0, min/max -72.6/-0.5
Update 187/1147, T 770048, FPS 411, 50-training-episode: mean/median -11.0/-6.7, min/max -60.3/-0.6
Update 188/1147, T 774144, FPS 411, 50-training-episode: mean/median -17.5/-4.2, min/max -78.9/-0.5
Update 189/1147, T 778240, FPS 411, 50-training-episode: mean/median -12.5/-4.1, min/max -68.4/-0.6
Update 190/1147, T 782336, FPS 411, 50-training-episode: mean/median -11.3/-3.2, min/max -65.8/64.8
Update 191/1147, T 786432, FPS 411, 50-training-episode: mean/median -8.5/-2.5, min/max -52.9/52.0
Update 192/1147, T 790528, FPS 411, 50-training-episode: mean/median -12.2/-4.1, min/max -78.1/68.4
Update 193/1147, T 794624, FPS 411, 50-training-episode: mean/median -11.7/-3.9, min/max -85.6/73.4
Update 194/1147, T 798720, FPS 411, 50-training-episode: mean/median -7.7/-1.5, min/max -59.0/79.7
Update 195/1147, T 802816, FPS 411, 50-training-episode: mean/median -11.1/-7.0, min/max -77.8/75.4
Update 196/1147, T 806912, FPS 411, 50-training-episode: mean/median -9.5/-5.6, min/max -56.1/46.7
Update 197/1147, T 811008, FPS 411, 50-training-episode: mean/median -10.7/-3.8, min/max -62.0/58.3
Update 198/1147, T 815104, FPS 411, 50-training-episode: mean/median -7.4/-3.0, min/max -59.6/64.8
Update 199/1147, T 819200, FPS 411, 50-training-episode: mean/median -9.0/-4.7, min/max -80.0/62.1
Saved ./trained_models/ExptMemory20250724/plume_20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed31517f4.pt
Update 200/1147, T 823296, FPS 411, 50-training-episode: mean/median -8.2/-1.4, min/max -69.7/73.5
Update 201/1147, T 827392, FPS 411, 50-training-episode: mean/median -10.8/-1.5, min/max -72.2/-0.4
Update 202/1147, T 831488, FPS 411, 50-training-episode: mean/median -13.7/-3.1, min/max -64.6/-0.4
Update 203/1147, T 835584, FPS 411, 50-training-episode: mean/median -14.1/-7.9, min/max -69.4/37.8
Update 204/1147, T 839680, FPS 411, 50-training-episode: mean/median -13.2/-3.4, min/max -80.2/-0.6
Update 205/1147, T 843776, FPS 411, 50-training-episode: mean/median -11.8/-1.8, min/max -83.1/45.5
Update 206/1147, T 847872, FPS 411, 50-training-episode: mean/median -12.2/-6.0, min/max -48.8/58.6
Update 207/1147, T 851968, FPS 411, 50-training-episode: mean/median -11.8/-3.3, min/max -57.2/-0.5
Update 208/1147, T 856064, FPS 411, 50-training-episode: mean/median -11.0/-2.6, min/max -55.1/70.6
Update 209/1147, T 860160, FPS 411, 50-training-episode: mean/median -15.8/-9.3, min/max -77.1/-0.5
Update 210/1147, T 864256, FPS 411, 50-training-episode: mean/median -6.7/-5.2, min/max -49.9/75.5
Update 211/1147, T 868352, FPS 411, 50-training-episode: mean/median -11.4/-4.6, min/max -45.0/-0.4
Update 212/1147, T 872448, FPS 411, 50-training-episode: mean/median -8.7/-4.3, min/max -44.1/71.5
Update 213/1147, T 876544, FPS 411, 50-training-episode: mean/median -9.9/-1.5, min/max -59.3/-0.3
Update 214/1147, T 880640, FPS 411, 50-training-episode: mean/median -15.5/-8.5, min/max -82.0/-0.6
Update 215/1147, T 884736, FPS 411, 50-training-episode: mean/median -11.5/-1.7, min/max -61.0/66.1
Update 216/1147, T 888832, FPS 410, 50-training-episode: mean/median -7.0/-3.5, min/max -59.1/61.0
Update 217/1147, T 892928, FPS 410, 50-training-episode: mean/median -13.9/-3.5, min/max -61.9/-0.4
Update 218/1147, T 897024, FPS 410, 50-training-episode: mean/median -9.7/-1.6, min/max -80.0/46.9
Update 219/1147, T 901120, FPS 410, 50-training-episode: mean/median -10.7/-7.6, min/max -64.5/70.3
Update 220/1147, T 905216, FPS 410, 50-training-episode: mean/median -8.2/-1.4, min/max -51.9/63.3
Update 221/1147, T 909312, FPS 410, 50-training-episode: mean/median -9.3/-1.6, min/max -62.1/-0.5
Update 222/1147, T 913408, FPS 410, 50-training-episode: mean/median -15.1/-13.5, min/max -46.7/-0.7
Update 223/1147, T 917504, FPS 410, 50-training-episode: mean/median -13.2/-3.0, min/max -56.0/-0.6
Update 224/1147, T 921600, FPS 410, 50-training-episode: mean/median -13.0/-3.8, min/max -76.1/-0.6
Update 225/1147, T 925696, FPS 410, 50-training-episode: mean/median -12.7/-8.1, min/max -72.6/-0.4
Update 226/1147, T 929792, FPS 410, 50-training-episode: mean/median -11.0/-4.3, min/max -52.9/-0.4
Update 227/1147, T 933888, FPS 410, 50-training-episode: mean/median -14.3/-6.6, min/max -62.3/66.5
Update 228/1147, T 937984, FPS 410, 50-training-episode: mean/median -10.2/-1.7, min/max -61.8/-0.5
Update 229/1147, T 942080, FPS 410, 50-training-episode: mean/median -9.0/-2.0, min/max -87.7/75.4
Update 230/1147, T 946176, FPS 410, 50-training-episode: mean/median -12.6/-4.7, min/max -59.7/65.0
Update 231/1147, T 950272, FPS 410, 50-training-episode: mean/median -6.6/-2.2, min/max -52.4/76.7
Update 232/1147, T 954368, FPS 410, 50-training-episode: mean/median -12.0/-1.9, min/max -69.0/-0.6
Update 233/1147, T 958464, FPS 410, 50-training-episode: mean/median -14.1/-12.3, min/max -70.4/63.6
Update 234/1147, T 962560, FPS 410, 50-training-episode: mean/median -11.8/-5.8, min/max -72.5/77.5
Update 235/1147, T 966656, FPS 410, 50-training-episode: mean/median -16.4/-7.1, min/max -58.2/-0.5
Update 236/1147, T 970752, FPS 410, 50-training-episode: mean/median -13.7/-6.3, min/max -86.0/-0.4
Update 237/1147, T 974848, FPS 410, 50-training-episode: mean/median -10.2/-2.7, min/max -43.8/-0.3
Update 238/1147, T 978944, FPS 410, 50-training-episode: mean/median -9.6/-1.9, min/max -48.0/-0.4
Update 239/1147, T 983040, FPS 410, 50-training-episode: mean/median -12.7/-3.6, min/max -66.7/-0.5
Update 240/1147, T 987136, FPS 410, 50-training-episode: mean/median -8.7/-3.5, min/max -49.2/54.5
Update 241/1147, T 991232, FPS 410, 50-training-episode: mean/median -14.2/-7.9, min/max -67.3/57.4
Update 242/1147, T 995328, FPS 410, 50-training-episode: mean/median -12.1/-3.9, min/max -84.6/-0.5
Update 243/1147, T 999424, FPS 409, 50-training-episode: mean/median -9.3/-2.1, min/max -65.5/68.0
Update 244/1147, T 1003520, FPS 409, 50-training-episode: mean/median -8.4/-2.2, min/max -66.6/82.4
Update 245/1147, T 1007616, FPS 409, 50-training-episode: mean/median -11.3/-2.7, min/max -86.1/76.3
Update 246/1147, T 1011712, FPS 409, 50-training-episode: mean/median -5.4/-3.6, min/max -63.1/75.2
Update 247/1147, T 1015808, FPS 409, 50-training-episode: mean/median -10.1/-2.6, min/max -75.9/67.8
Update 248/1147, T 1019904, FPS 409, 50-training-episode: mean/median -8.0/-3.0, min/max -67.5/69.7
Update 249/1147, T 1024000, FPS 409, 50-training-episode: mean/median -9.6/-2.4, min/max -47.6/76.0
Update 250/1147, T 1028096, FPS 409, 50-training-episode: mean/median -8.1/-1.9, min/max -64.2/61.0
Update 251/1147, T 1032192, FPS 409, 50-training-episode: mean/median -7.5/-3.8, min/max -60.5/76.8
Update 252/1147, T 1036288, FPS 409, 50-training-episode: mean/median -8.4/-1.7, min/max -84.3/76.1
Update 253/1147, T 1040384, FPS 409, 50-training-episode: mean/median -13.6/-1.4, min/max -59.2/46.6
Update 254/1147, T 1044480, FPS 409, 50-training-episode: mean/median -9.5/-4.7, min/max -67.9/52.2
Update 255/1147, T 1048576, FPS 409, 50-training-episode: mean/median -10.8/-1.9, min/max -62.6/-0.5
Update 256/1147, T 1052672, FPS 409, 50-training-episode: mean/median -7.8/-3.6, min/max -66.8/75.2
Update 257/1147, T 1056768, FPS 409, 50-training-episode: mean/median -15.4/-4.3, min/max -76.8/-0.4
Update 258/1147, T 1060864, FPS 409, 50-training-episode: mean/median -11.7/-5.5, min/max -70.2/-0.5
Update 259/1147, T 1064960, FPS 409, 50-training-episode: mean/median -8.4/-2.6, min/max -74.7/73.8
Update 260/1147, T 1069056, FPS 409, 50-training-episode: mean/median -5.6/-2.3, min/max -51.7/76.9
Update 261/1147, T 1073152, FPS 409, 50-training-episode: mean/median -9.3/-8.1, min/max -42.8/59.8
Update 262/1147, T 1077248, FPS 409, 50-training-episode: mean/median -7.6/-2.6, min/max -58.5/76.4
Update 263/1147, T 1081344, FPS 409, 50-training-episode: mean/median -11.3/-1.8, min/max -77.1/-0.5
Update 264/1147, T 1085440, FPS 409, 50-training-episode: mean/median -12.9/-1.5, min/max -86.3/-0.4
Update 265/1147, T 1089536, FPS 409, 50-training-episode: mean/median -9.8/-1.6, min/max -73.1/-0.4
Update 266/1147, T 1093632, FPS 409, 50-training-episode: mean/median -10.1/-3.9, min/max -57.1/71.9
Update 267/1147, T 1097728, FPS 409, 50-training-episode: mean/median -14.2/-3.7, min/max -81.7/-0.5
Update 268/1147, T 1101824, FPS 409, 50-training-episode: mean/median -8.2/-2.6, min/max -41.9/59.8
Update 269/1147, T 1105920, FPS 409, 50-training-episode: mean/median -9.9/-2.1, min/max -78.4/45.4
Update 270/1147, T 1110016, FPS 409, 50-training-episode: mean/median -10.2/-4.7, min/max -54.8/74.5
Update 271/1147, T 1114112, FPS 409, 50-training-episode: mean/median -7.4/-4.3, min/max -42.3/74.5
Update 272/1147, T 1118208, FPS 409, 50-training-episode: mean/median -11.5/-3.7, min/max -88.6/-0.6
Update 273/1147, T 1122304, FPS 409, 50-training-episode: mean/median -10.7/-1.6, min/max -61.2/-0.4
Update 274/1147, T 1126400, FPS 409, 50-training-episode: mean/median -4.8/-1.4, min/max -48.0/64.9
Update 275/1147, T 1130496, FPS 409, 50-training-episode: mean/median -5.5/-1.4, min/max -59.6/72.1
Update 276/1147, T 1134592, FPS 409, 50-training-episode: mean/median -10.4/-6.4, min/max -67.4/73.6
Update 277/1147, T 1138688, FPS 409, 50-training-episode: mean/median -14.6/-3.7, min/max -76.5/-0.6
Update 278/1147, T 1142784, FPS 409, 50-training-episode: mean/median -9.6/-4.1, min/max -64.5/-0.5
Update 279/1147, T 1146880, FPS 409, 50-training-episode: mean/median -10.9/-2.8, min/max -60.9/51.7
Update 280/1147, T 1150976, FPS 409, 50-training-episode: mean/median -12.7/-4.3, min/max -72.6/66.7
Update 281/1147, T 1155072, FPS 409, 50-training-episode: mean/median -10.4/-4.1, min/max -58.5/55.3
Update 282/1147, T 1159168, FPS 409, 50-training-episode: mean/median -11.8/-5.1, min/max -79.6/65.3
Update 283/1147, T 1163264, FPS 409, 50-training-episode: mean/median -7.1/-1.5, min/max -55.8/52.1
Update 284/1147, T 1167360, FPS 409, 50-training-episode: mean/median -5.7/-3.4, min/max -40.3/68.8
Update 285/1147, T 1171456, FPS 409, 50-training-episode: mean/median -12.2/-4.7, min/max -68.2/-0.6
Update 286/1147, T 1175552, FPS 409, 50-training-episode: mean/median -10.1/-6.2, min/max -75.1/70.3
Update 287/1147, T 1179648, FPS 409, 50-training-episode: mean/median -4.5/-1.6, min/max -63.3/72.6
Update 288/1147, T 1183744, FPS 409, 50-training-episode: mean/median -3.2/-1.4, min/max -60.8/75.2
Update 289/1147, T 1187840, FPS 409, 50-training-episode: mean/median -4.4/-1.2, min/max -70.7/80.5
Update 290/1147, T 1191936, FPS 409, 50-training-episode: mean/median -7.0/-2.1, min/max -50.4/-0.5
Update 291/1147, T 1196032, FPS 409, 50-training-episode: mean/median -5.5/-1.7, min/max -55.5/80.0
Update 292/1147, T 1200128, FPS 409, 50-training-episode: mean/median -6.1/-2.6, min/max -47.7/67.5
Update 293/1147, T 1204224, FPS 409, 50-training-episode: mean/median -9.8/-3.6, min/max -51.8/69.2
Update 294/1147, T 1208320, FPS 409, 50-training-episode: mean/median -8.9/-2.8, min/max -61.9/80.8
Update 295/1147, T 1212416, FPS 409, 50-training-episode: mean/median -8.0/-3.6, min/max -48.4/71.5
Update 296/1147, T 1216512, FPS 409, 50-training-episode: mean/median -10.3/-4.9, min/max -51.8/46.5
Update 297/1147, T 1220608, FPS 409, 50-training-episode: mean/median -13.5/-4.1, min/max -84.9/-0.7
Update 298/1147, T 1224704, FPS 409, 50-training-episode: mean/median -10.8/-8.7, min/max -62.8/77.6
Update 299/1147, T 1228800, FPS 409, 50-training-episode: mean/median -13.5/-5.5, min/max -58.5/41.7
Saved ./trained_models/ExptMemory20250724/plume_20250724_VRNN_constantx5b5noisy3x5b5_stepoobmetabolicturn_bx0.30.8_t11000004700000_q2.00.5_dmx0.80.8_dmn0.70.4_h62_wd0.000115_n2_codeVRNN_seed31517f4.pt
Update 300/1147, T 1232896, FPS 409, 50-training-episode: mean/median -12.8/-6.5, min/max -51.4/-0.4
Update 301/1147, T 1236992, FPS 409, 50-training-episode: mean/median -10.2/-7.1, min/max -46.5/52.9
Update 302/1147, T 1241088, FPS 409, 50-training-episode: mean/median -10.0/-2.0, min/max -62.7/51.8
Update 303/1147, T 1245184, FPS 409, 50-training-episode: mean/median -9.9/-3.2, min/max -46.8/38.5
Update 304/1147, T 1249280, FPS 409, 50-training-episode: mean/median -7.5/-1.5, min/max -66.9/79.0
Update 305/1147, T 1253376, FPS 409, 50-training-episode: mean/median -10.0/-2.8, min/max -59.9/20.2
Update 306/1147, T 1257472, FPS 409, 50-training-episode: mean/median -9.8/-2.7, min/max -74.4/80.6
Update 307/1147, T 1261568, FPS 409, 50-training-episode: mean/median -12.8/-6.2, min/max -52.1/-0.5
Update 308/1147, T 1265664, FPS 409, 50-training-episode: mean/median -6.5/-1.5, min/max -49.9/66.3
Update 309/1147, T 1269760, FPS 409, 50-training-episode: mean/median -7.3/-6.0, min/max -64.8/65.7
Update 310/1147, T 1273856, FPS 409, 50-training-episode: mean/median -13.7/-9.0, min/max -63.4/61.9
Update 311/1147, T 1277952, FPS 409, 50-training-episode: mean/median -9.2/-3.2, min/max -50.7/58.3
Update 312/1147, T 1282048, FPS 409, 50-training-episode: mean/median -6.8/-3.2, min/max -48.9/74.1
Update 313/1147, T 1286144, FPS 409, 50-training-episode: mean/median -8.4/-7.2, min/max -51.3/77.3
Update 314/1147, T 1290240, FPS 409, 50-training-episode: mean/median -10.9/-4.7, min/max -69.3/-0.5
Update 315/1147, T 1294336, FPS 409, 50-training-episode: mean/median -9.7/-5.4, min/max -71.4/62.5
Update 316/1147, T 1298432, FPS 409, 50-training-episode: mean/median -9.6/-5.6, min/max -56.4/75.8
Update 317/1147, T 1302528, FPS 409, 50-training-episode: mean/median -10.6/-6.0, min/max -49.8/-0.3
Update 318/1147, T 1306624, FPS 409, 50-training-episode: mean/median -9.1/-2.4, min/max -51.3/-0.6
Update 319/1147, T 1310720, FPS 409, 50-training-episode: mean/median -12.1/-10.3, min/max -73.2/61.1
Update 320/1147, T 1314816, FPS 409, 50-training-episode: mean/median -7.9/-4.4, min/max -68.7/70.2
Update 321/1147, T 1318912, FPS 409, 50-training-episode: mean/median -9.5/-3.0, min/max -57.5/-0.5
Update 322/1147, T 1323008, FPS 409, 50-training-episode: mean/median -11.1/-9.0, min/max -66.1/77.2
Update 323/1147, T 1327104, FPS 409, 50-training-episode: mean/median -11.5/-4.6, min/max -72.1/73.1
Update 324/1147, T 1331200, FPS 409, 50-training-episode: mean/median -9.0/-2.5, min/max -50.9/77.0
Update 325/1147, T 1335296, FPS 409, 50-training-episode: mean/median -9.5/-1.0, min/max -63.5/-0.5
Update 326/1147, T 1339392, FPS 409, 50-training-episode: mean/median -9.1/-6.0, min/max -47.1/78.8
Update 327/1147, T 1343488, FPS 409, 50-training-episode: mean/median -4.2/-2.7, min/max -39.2/72.8
Update 328/1147, T 1347584, FPS 409, 50-training-episode: mean/median -6.7/-2.8, min/max -39.5/78.4
Update 329/1147, T 1351680, FPS 409, 50-training-episode: mean/median -8.1/-2.7, min/max -59.9/84.1
Update 330/1147, T 1355776, FPS 409, 50-training-episode: mean/median -9.5/-2.6, min/max -56.4/69.0
Update 331/1147, T 1359872, FPS 409, 50-training-episode: mean/median -11.4/-2.3, min/max -62.2/-0.5
Update 332/1147, T 1363968, FPS 409, 50-training-episode: mean/median -9.5/-1.5, min/max -54.1/-0.5
Update 333/1147, T 1368064, FPS 409, 50-training-episode: mean/median -8.6/-1.3, min/max -52.6/71.0
Update 334/1147, T 1372160, FPS 409, 50-training-episode: mean/median -9.3/-4.5, min/max -41.3/78.7
Update 335/1147, T 1376256, FPS 409, 50-training-episode: mean/median -12.0/-5.8, min/max -51.2/-0.4
Update 336/1147, T 1380352, FPS 409, 50-training-episode: mean/median -9.8/-2.0, min/max -60.9/-0.5
Update 337/1147, T 1384448, FPS 409, 50-training-episode: mean/median -6.8/-2.3, min/max -41.2/83.0
Update 338/1147, T 1388544, FPS 409, 50-training-episode: mean/median -9.1/-5.0, min/max -64.5/62.9
Update 339/1147, T 1392640, FPS 409, 50-training-episode: mean/median -8.1/-2.4, min/max -60.0/80.9
Update 340/1147, T 1396736, FPS 409, 50-training-episode: mean/median -7.1/-2.0, min/max -67.0/50.4
Update 341/1147, T 1400832, FPS 409, 50-training-episode: mean/median -6.7/-2.2, min/max -59.1/83.1
Update 342/1147, T 1404928, FPS 409, 50-training-episode: mean/median -5.8/-1.4, min/max -63.4/81.0
Update 343/1147, T 1409024, FPS 409, 50-training-episode: mean/median -10.0/-5.8, min/max -56.7/-0.6
Update 344/1147, T 1413120, FPS 409, 50-training-episode: mean/median -8.5/-5.3, min/max -69.8/70.1
Update 345/1147, T 1417216, FPS 409, 50-training-episode: mean/median -7.5/-1.3, min/max -68.3/72.9
Update 346/1147, T 1421312, FPS 409, 50-training-episode: mean/median -7.2/-1.9, min/max -42.9/79.9
Update 347/1147, T 1425408, FPS 409, 50-training-episode: mean/median -7.3/-1.9, min/max -55.3/35.3
Update 348/1147, T 1429504, FPS 409, 50-training-episode: mean/median -6.0/-1.6, min/max -35.5/60.1
Update 349/1147, T 1433600, FPS 409, 50-training-episode: mean/median -9.1/-1.7, min/max -51.9/-0.4
Update 350/1147, T 1437696, FPS 409, 50-training-episode: mean/median -3.6/-1.3, min/max -61.7/77.0
Update 351/1147, T 1441792, FPS 409, 50-training-episode: mean/median -10.3/-4.6, min/max -53.0/71.3
Update 352/1147, T 1445888, FPS 409, 50-training-episode: mean/median -6.1/-1.5, min/max -69.7/79.9
Update 353/1147, T 1449984, FPS 409, 50-training-episode: mean/median -10.3/-3.2, min/max -53.3/70.8
Update 354/1147, T 1454080, FPS 409, 50-training-episode: mean/median -6.0/-1.5, min/max -47.3/74.0
Update 355/1147, T 1458176, FPS 409, 50-training-episode: mean/median -10.6/-6.6, min/max -50.4/80.3
Update 356/1147, T 1462272, FPS 409, 50-training-episode: mean/median -5.8/-1.3, min/max -52.5/73.5
Update 357/1147, T 1466368, FPS 409, 50-training-episode: mean/median -6.3/-4.5, min/max -42.2/84.6
Update 358/1147, T 1470464, FPS 409, 50-training-episode: mean/median -10.9/-4.2, min/max -53.3/57.8
Update 359/1147, T 1474560, FPS 409, 50-training-episode: mean/median -6.0/-2.0, min/max -77.3/73.2
Update 360/1147, T 1478656, FPS 409, 50-training-episode: mean/median -10.8/-1.9, min/max -61.9/-0.3
Update 361/1147, T 1482752, FPS 409, 50-training-episode: mean/median -8.4/-5.5, min/max -65.3/52.4
Update 362/1147, T 1486848, FPS 409, 50-training-episode: mean/median -10.9/-2.3, min/max -86.5/-0.5
Update 363/1147, T 1490944, FPS 409, 50-training-episode: mean/median -9.9/-2.0, min/max -55.2/73.4
Update 364/1147, T 1495040, FPS 409, 50-training-episode: mean/median -9.4/-4.1, min/max -68.2/75.6
