CUDA: False
Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=30128, cuda_deterministic=False, num_processes=1, num_steps=2048, ppo_epoch=10, num_mini_batch=1, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/Walking20250807/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.00012, rnn_type='VRNN', hidden_size=64, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1000000, 10000], qvar=[0.4, 0.5], birthx=[2.7, 2.0], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
PPO Args ---> Namespace(algo='ppo', lr=0.0003, eps=1e-05, alpha=0.99, gamma=0.99, use_gae=True, gae_lambda=0.95, entropy_coef=0.005, value_loss_coef=0.5, max_grad_norm=0.5, seed=30128, cuda_deterministic=False, num_processes=1, num_steps=2048, ppo_epoch=10, num_mini_batch=1, clip_param=0.2, log_interval=1, save_interval=100, no_cuda=False, use_proper_time_limits=False, recurrent_policy=True, use_linear_lr_decay=True, env_name='plume', log_dir='/tmp/gym/', save_dir='./trained_models/Walking20250807/', dynamic=False, eval_type='fixed', eval_episodes=20, eval_interval=None, weight_decay=0.00012, rnn_type='VRNN', hidden_size=64, betadist=False, stacking=0, masking=None, stride=1, dataset=['constantx5b5', 'noisy3x5b5'], num_env_steps=[1000000, 10000], qvar=[0.4, 0.5], birthx=[2.7, 2.0], diff_max=[0.8, 0.8], diff_min=[0.7, 0.4], birthx_max=1.0, dryrun=False, curriculum=False, turnx=1.0, movex=1.0, auto_movex=False, auto_reward=False, loc_algo='uniform', time_algo='uniform', env_dt=0.04, outsuffix='Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894', walking=True, radiusx=1.0, diffusion_min=1.0, diffusion_max=1.0, r_shaping=['step', 'oob'], wind_rel=True, action_feedback=False, squash_action=True, flipping=True, odor_scaling=True, stray_max=2.0, test_episodes=50, viz_episodes=10, model_fname='', obs_noise=0.0, act_noise=0.0, cuda=False)
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x179b613a0>, 't_val_min': 10.0, 'sim_steps_max': 1000, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 2.7, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.4, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 30128, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob']
Using Precomputed Plume...
PlumeEnvironment: {'self': <plume_env.PlumeEnvironment object at 0x179b5c5b0>, 't_val_min': 10.0, 'sim_steps_max': 1000, 'reset_offset_tmax': 30, 'dataset': 'constantx5b5', 'move_capacity': 2.0, 'turn_capacity': 19.634954084936208, 'wind_obsx': 1.0, 'movex': 1.0, 'turnx': 1.0, 'birthx': 2.7, 'birthx_max': 1.0, 'env_dt': 0.04, 'loc_algo': 'uniform', 'qvar': 0.4, 'time_algo': 'uniform', 'angle_algo': 'uniform', 'homed_radius': 0.2, 'stray_max': 2.0, 'wind_rel': True, 'auto_movex': False, 'auto_reward': False, 'diff_max': 0.8, 'diff_min': 0.7, 'r_shaping': ['step', 'oob'], 'rewardx': 1.0, 'rescale': False, 'squash_action': True, 'walking': True, 'walk_move': 0.05, 'walk_turn': 3.14159, 'radiusx': 1.0, 'diffusion_min': 1.0, 'diffusion_max': 1.0, 'action_feedback': False, 'flipping': True, 'odor_scaling': True, 'obs_noise': 0.0, 'act_noise': 0.0, 'dynamic': False, 'seed': 30128, 'verbose': 0, '__class__': <class 'plume_env.PlumeEnvironment'>}
Squashing actions to 0-1
constantx5b5
wind: t_val_diff 0.03999999999999915 env_dt 0.04
puffs: t_val_diff 0.03999999999999915 env_dt 0.04
Reward Shaping ['step', 'oob']
Using MLPBase
hidden_size 64
Using VanillaRNN
Saved ./trained_models/Walking20250807//plume_Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894.pt.start
Stage: 0/2 - constantx5b5 b2.7 q0.4 n1000000
Saved ./trained_models/Walking20250807/plume_Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894.pt
Update 0/488, T 2048, FPS 134, 30-training-episode: mean/median -1.3/-1.2, min/max -2.8/-0.5
Update 142/488, T 292864, FPS 146, 50-training-episode: mean/median 52.4/101.1, min/max -1.8/102.2
Update 143/488, T 294912, FPS 146, 50-training-episode: mean/median 58.5/101.3, min/max -1.7/102.2
Update 144/488, T 296960, FPS 146, 50-training-episode: mean/median 54.4/101.2, min/max -1.8/102.2
Update 145/488, T 299008, FPS 146, 50-training-episode: mean/median 54.4/101.2, min/max -1.8/102.2
Update 146/488, T 301056, FPS 146, 50-training-episode: mean/median 48.2/-0.6, min/max -1.7/102.1
Update 147/488, T 303104, FPS 145, 50-training-episode: mean/median 54.4/101.1, min/max -1.7/102.2
Update 148/488, T 305152, FPS 145, 50-training-episode: mean/median 62.6/101.3, min/max -1.6/102.2
Update 149/488, T 307200, FPS 145, 50-training-episode: mean/median 66.8/101.5, min/max -1.7/102.1
Update 150/488, T 309248, FPS 145, 50-training-episode: mean/median 72.9/101.5, min/max -1.7/102.1
Update 151/488, T 311296, FPS 145, 50-training-episode: mean/median 74.9/101.5, min/max -1.7/102.1
Update 152/488, T 313344, FPS 145, 50-training-episode: mean/median 52.3/100.8, min/max -1.8/102.1
Update 153/488, T 315392, FPS 145, 50-training-episode: mean/median 52.4/100.9, min/max -1.8/102.1
Update 154/488, T 317440, FPS 145, 50-training-episode: mean/median 64.7/101.3, min/max -1.5/102.1
Update 155/488, T 319488, FPS 145, 50-training-episode: mean/median 56.4/101.2, min/max -1.6/102.1
Update 156/488, T 321536, FPS 145, 50-training-episode: mean/median 56.4/101.2, min/max -1.7/102.1
Update 157/488, T 323584, FPS 145, 50-training-episode: mean/median 54.4/101.1, min/max -1.7/102.1
Update 158/488, T 325632, FPS 145, 50-training-episode: mean/median 50.3/50.6, min/max -1.7/102.3
Update 159/488, T 327680, FPS 145, 50-training-episode: mean/median 56.5/101.2, min/max -1.7/102.3
Update 160/488, T 329728, FPS 145, 50-training-episode: mean/median 56.5/101.2, min/max -1.6/102.2
Update 161/488, T 331776, FPS 145, 50-training-episode: mean/median 60.6/101.4, min/max -1.6/102.2
Update 162/488, T 333824, FPS 145, 50-training-episode: mean/median 54.3/101.1, min/max -1.7/102.2
Update 163/488, T 335872, FPS 145, 50-training-episode: mean/median 52.2/100.8, min/max -1.7/102.0
Update 164/488, T 337920, FPS 145, 50-training-episode: mean/median 64.6/101.3, min/max -1.5/102.1
Update 165/488, T 339968, FPS 145, 50-training-episode: mean/median 66.7/101.3, min/max -1.7/102.1
Update 166/488, T 342016, FPS 144, 50-training-episode: mean/median 60.6/101.2, min/max -1.7/102.2
Update 167/488, T 344064, FPS 144, 50-training-episode: mean/median 62.6/101.2, min/max -1.7/102.2
Update 168/488, T 346112, FPS 144, 50-training-episode: mean/median 54.3/101.2, min/max -1.7/102.0
Update 169/488, T 348160, FPS 144, 50-training-episode: mean/median 58.4/101.2, min/max -1.7/102.1
Update 170/488, T 350208, FPS 144, 50-training-episode: mean/median 62.6/101.2, min/max -1.5/102.1
Update 171/488, T 352256, FPS 144, 50-training-episode: mean/median 56.4/101.1, min/max -2.1/101.9
Update 172/488, T 354304, FPS 144, 50-training-episode: mean/median 66.6/101.3, min/max -2.1/102.0
Update 173/488, T 356352, FPS 144, 50-training-episode: mean/median 62.5/101.2, min/max -2.1/102.0
Update 174/488, T 358400, FPS 144, 50-training-episode: mean/median 58.5/101.3, min/max -1.7/102.2
Update 175/488, T 360448, FPS 144, 50-training-episode: mean/median 64.6/101.3, min/max -1.6/102.3
Update 176/488, T 362496, FPS 144, 50-training-episode: mean/median 70.8/101.4, min/max -1.6/102.3
Update 177/488, T 364544, FPS 144, 50-training-episode: mean/median 54.4/100.9, min/max -1.6/102.1
Update 178/488, T 366592, FPS 144, 50-training-episode: mean/median 50.2/50.1, min/max -1.5/102.1
Update 179/488, T 368640, FPS 144, 50-training-episode: mean/median 58.4/101.1, min/max -1.7/102.0
Update 180/488, T 370688, FPS 144, 50-training-episode: mean/median 58.5/101.4, min/max -1.7/102.2
Update 181/488, T 372736, FPS 144, 50-training-episode: mean/median 52.3/101.0, min/max -1.7/102.2
Update 182/488, T 374784, FPS 144, 50-training-episode: mean/median 54.3/101.0, min/max -1.7/102.2
Update 183/488, T 376832, FPS 144, 50-training-episode: mean/median 58.4/101.2, min/max -1.6/101.8
Update 184/488, T 378880, FPS 143, 50-training-episode: mean/median 52.4/101.2, min/max -1.7/102.0
Update 185/488, T 380928, FPS 143, 50-training-episode: mean/median 50.3/50.2, min/max -1.7/102.0
Update 186/488, T 382976, FPS 143, 50-training-episode: mean/median 50.3/50.2, min/max -1.7/102.0
Update 187/488, T 385024, FPS 143, 50-training-episode: mean/median 58.4/101.2, min/max -1.7/102.0
Update 188/488, T 387072, FPS 143, 50-training-episode: mean/median 54.3/101.1, min/max -1.7/102.0
Update 189/488, T 389120, FPS 143, 50-training-episode: mean/median 60.5/101.2, min/max -1.8/101.9
Update 190/488, T 391168, FPS 143, 50-training-episode: mean/median 60.4/101.2, min/max -1.8/101.8
Update 191/488, T 393216, FPS 143, 50-training-episode: mean/median 52.2/100.7, min/max -1.8/102.0
Update 192/488, T 395264, FPS 143, 50-training-episode: mean/median 58.3/101.2, min/max -1.7/102.0
Update 193/488, T 397312, FPS 143, 50-training-episode: mean/median 52.2/101.0, min/max -1.7/101.8
Update 194/488, T 399360, FPS 143, 50-training-episode: mean/median 56.4/101.1, min/max -1.8/102.0
Update 195/488, T 401408, FPS 143, 50-training-episode: mean/median 52.3/100.8, min/max -1.8/102.1
Update 196/488, T 403456, FPS 143, 50-training-episode: mean/median 58.5/101.1, min/max -1.8/102.2
Update 197/488, T 405504, FPS 143, 50-training-episode: mean/median 60.5/101.2, min/max -1.7/102.2
Update 198/488, T 407552, FPS 143, 50-training-episode: mean/median 50.3/50.5, min/max -1.6/101.9
Update 199/488, T 409600, FPS 143, 50-training-episode: mean/median 52.3/100.5, min/max -1.6/102.0
Saved ./trained_models/Walking20250807/plume_Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894.pt
Update 200/488, T 411648, FPS 143, 50-training-episode: mean/median 48.2/-0.4, min/max -1.6/102.1
Update 201/488, T 413696, FPS 143, 50-training-episode: mean/median 38.0/-0.7, min/max -1.7/102.1
Update 202/488, T 415744, FPS 143, 50-training-episode: mean/median 50.2/50.4, min/max -1.7/102.0
Update 203/488, T 417792, FPS 143, 50-training-episode: mean/median 50.2/50.4, min/max -1.7/102.0
Update 204/488, T 419840, FPS 143, 50-training-episode: mean/median 52.3/101.2, min/max -1.6/101.9
Update 205/488, T 421888, FPS 143, 50-training-episode: mean/median 42.2/-0.4, min/max -1.6/102.0
Update 206/488, T 423936, FPS 143, 50-training-episode: mean/median 52.4/101.0, min/max -1.7/102.1
Update 207/488, T 425984, FPS 142, 50-training-episode: mean/median 54.5/101.2, min/max -1.7/102.1
Update 208/488, T 428032, FPS 142, 50-training-episode: mean/median 50.3/50.3, min/max -1.7/102.0
Update 209/488, T 430080, FPS 142, 50-training-episode: mean/median 50.2/50.2, min/max -1.7/102.0
Update 210/488, T 432128, FPS 142, 50-training-episode: mean/median 54.5/101.3, min/max -1.6/102.2
Update 211/488, T 434176, FPS 142, 50-training-episode: mean/median 40.1/-0.6, min/max -1.7/102.3
Update 212/488, T 436224, FPS 142, 50-training-episode: mean/median 42.0/-0.7, min/max -1.9/102.3
Update 213/488, T 438272, FPS 142, 50-training-episode: mean/median 46.2/-0.3, min/max -1.9/102.3
Update 214/488, T 440320, FPS 142, 50-training-episode: mean/median 60.6/101.3, min/max -1.9/102.3
Update 215/488, T 442368, FPS 142, 50-training-episode: mean/median 50.3/50.1, min/max -1.8/102.3
Update 216/488, T 444416, FPS 142, 50-training-episode: mean/median 44.1/-0.5, min/max -1.7/102.3
Update 217/488, T 446464, FPS 142, 50-training-episode: mean/median 48.2/-0.4, min/max -1.7/102.3
Update 218/488, T 448512, FPS 142, 50-training-episode: mean/median 56.5/101.3, min/max -1.8/102.3
Update 219/488, T 450560, FPS 142, 50-training-episode: mean/median 58.5/101.2, min/max -1.8/102.3
Update 220/488, T 452608, FPS 142, 50-training-episode: mean/median 50.2/50.2, min/max -1.9/102.1
Update 221/488, T 454656, FPS 142, 50-training-episode: mean/median 52.2/100.6, min/max -1.9/102.3
Update 222/488, T 456704, FPS 142, 50-training-episode: mean/median 56.4/101.2, min/max -1.9/102.3
Update 223/488, T 458752, FPS 142, 50-training-episode: mean/median 52.3/100.8, min/max -1.8/102.1
Update 224/488, T 460800, FPS 142, 50-training-episode: mean/median 50.2/50.1, min/max -1.8/102.1
Update 225/488, T 462848, FPS 142, 50-training-episode: mean/median 48.3/-0.4, min/max -1.6/102.1
Update 226/488, T 464896, FPS 142, 50-training-episode: mean/median 52.3/101.2, min/max -1.6/102.1
Update 227/488, T 466944, FPS 142, 50-training-episode: mean/median 42.1/-0.7, min/max -1.7/102.2
Update 228/488, T 468992, FPS 142, 50-training-episode: mean/median 46.2/-0.6, min/max -1.7/102.3
Update 229/488, T 471040, FPS 142, 50-training-episode: mean/median 56.5/101.2, min/max -1.6/102.3
Update 230/488, T 473088, FPS 142, 50-training-episode: mean/median 52.3/100.8, min/max -1.8/102.2
Update 231/488, T 475136, FPS 142, 50-training-episode: mean/median 54.4/101.3, min/max -1.8/102.2
Update 232/488, T 477184, FPS 142, 50-training-episode: mean/median 60.6/101.4, min/max -1.6/102.2
Update 233/488, T 479232, FPS 142, 50-training-episode: mean/median 73.0/101.5, min/max -1.3/102.2
Update 234/488, T 481280, FPS 142, 50-training-episode: mean/median 64.7/101.3, min/max -1.7/102.2
Update 235/488, T 483328, FPS 142, 50-training-episode: mean/median 70.9/101.6, min/max -1.9/102.2
Update 236/488, T 485376, FPS 142, 50-training-episode: mean/median 72.9/101.5, min/max -1.9/102.2
Update 237/488, T 487424, FPS 142, 50-training-episode: mean/median 44.1/-0.6, min/max -2.0/102.2
Update 238/488, T 489472, FPS 142, 50-training-episode: mean/median 42.1/-0.7, min/max -2.0/102.3
Update 239/488, T 491520, FPS 142, 50-training-episode: mean/median 54.5/101.3, min/max -1.9/102.3
Update 240/488, T 493568, FPS 142, 50-training-episode: mean/median 56.5/101.5, min/max -1.9/102.2
Update 241/488, T 495616, FPS 142, 50-training-episode: mean/median 60.7/101.5, min/max -1.7/102.3
Update 242/488, T 497664, FPS 142, 50-training-episode: mean/median 62.7/101.4, min/max -1.7/102.3
Update 243/488, T 499712, FPS 142, 50-training-episode: mean/median 52.4/101.2, min/max -1.7/102.2
Update 244/488, T 501760, FPS 142, 50-training-episode: mean/median 44.2/-0.6, min/max -1.5/102.3
Update 245/488, T 503808, FPS 142, 50-training-episode: mean/median 52.4/100.8, min/max -1.7/102.3
Update 246/488, T 505856, FPS 142, 50-training-episode: mean/median 62.6/101.4, min/max -1.7/102.1
Update 247/488, T 507904, FPS 142, 50-training-episode: mean/median 62.6/101.4, min/max -1.6/102.0
Update 248/488, T 509952, FPS 142, 50-training-episode: mean/median 56.5/101.3, min/max -1.6/102.2
Update 249/488, T 512000, FPS 142, 50-training-episode: mean/median 46.2/-0.7, min/max -1.6/102.1
Update 250/488, T 514048, FPS 142, 50-training-episode: mean/median 58.6/101.4, min/max -1.6/102.2
Update 251/488, T 516096, FPS 142, 50-training-episode: mean/median 62.7/101.6, min/max -1.7/102.2
Update 252/488, T 518144, FPS 142, 50-training-episode: mean/median 46.2/-0.8, min/max -1.8/102.3
Update 253/488, T 520192, FPS 141, 50-training-episode: mean/median 48.3/-0.6, min/max -1.8/102.3
Update 254/488, T 522240, FPS 141, 50-training-episode: mean/median 48.3/-0.6, min/max -1.7/102.3
Update 255/488, T 524288, FPS 141, 50-training-episode: mean/median 48.3/-0.7, min/max -1.8/102.3
Update 256/488, T 526336, FPS 141, 50-training-episode: mean/median 42.1/-0.7, min/max -1.8/102.3
Update 257/488, T 528384, FPS 141, 50-training-episode: mean/median 46.2/-0.7, min/max -1.7/102.3
Update 258/488, T 530432, FPS 141, 50-training-episode: mean/median 38.0/-0.7, min/max -1.8/102.1
Update 259/488, T 532480, FPS 141, 50-training-episode: mean/median 42.1/-0.7, min/max -1.8/102.1
Update 260/488, T 534528, FPS 141, 50-training-episode: mean/median 38.0/-0.8, min/max -1.8/102.0
Update 261/488, T 536576, FPS 141, 50-training-episode: mean/median 48.3/-0.7, min/max -1.7/102.3
Update 262/488, T 538624, FPS 141, 50-training-episode: mean/median 62.6/101.3, min/max -1.8/102.3
Update 263/488, T 540672, FPS 141, 50-training-episode: mean/median 58.4/101.2, min/max -1.8/102.2
Update 264/488, T 542720, FPS 142, 50-training-episode: mean/median 50.3/50.2, min/max -1.9/102.2
Update 265/488, T 544768, FPS 142, 50-training-episode: mean/median 54.4/101.1, min/max -1.9/102.2
Update 266/488, T 546816, FPS 142, 50-training-episode: mean/median 62.6/101.4, min/max -1.7/102.2
Update 267/488, T 548864, FPS 142, 50-training-episode: mean/median 54.4/101.3, min/max -1.7/102.2
Update 268/488, T 550912, FPS 142, 50-training-episode: mean/median 52.4/101.4, min/max -1.8/102.2
Update 269/488, T 552960, FPS 142, 50-training-episode: mean/median 64.7/101.5, min/max -1.8/102.3
Update 270/488, T 555008, FPS 142, 50-training-episode: mean/median 66.8/101.5, min/max -1.5/102.3
Update 271/488, T 557056, FPS 142, 50-training-episode: mean/median 52.4/100.6, min/max -1.5/102.3
Update 272/488, T 559104, FPS 142, 50-training-episode: mean/median 46.1/-0.6, min/max -1.8/102.2
Update 273/488, T 561152, FPS 142, 50-training-episode: mean/median 54.4/101.3, min/max -1.8/102.2
Update 274/488, T 563200, FPS 142, 50-training-episode: mean/median 62.7/101.5, min/max -1.8/102.2
Update 275/488, T 565248, FPS 142, 50-training-episode: mean/median 58.6/101.4, min/max -2.0/102.2
Update 276/488, T 567296, FPS 142, 50-training-episode: mean/median 48.2/-0.5, min/max -2.0/102.2
Update 277/488, T 569344, FPS 142, 50-training-episode: mean/median 48.3/-0.5, min/max -1.9/102.2
Update 278/488, T 571392, FPS 142, 50-training-episode: mean/median 52.3/101.2, min/max -1.7/102.2
Update 279/488, T 573440, FPS 142, 50-training-episode: mean/median 50.2/50.0, min/max -1.7/102.3
Update 280/488, T 575488, FPS 142, 50-training-episode: mean/median 46.2/-0.7, min/max -1.8/102.3
Update 281/488, T 577536, FPS 142, 50-training-episode: mean/median 44.2/-0.7, min/max -1.8/102.3
Update 282/488, T 579584, FPS 142, 50-training-episode: mean/median 52.4/101.2, min/max -1.7/102.3
Update 283/488, T 581632, FPS 142, 50-training-episode: mean/median 58.5/101.2, min/max -1.7/102.2
Update 284/488, T 583680, FPS 142, 50-training-episode: mean/median 54.4/101.0, min/max -1.7/102.3
Update 285/488, T 585728, FPS 142, 50-training-episode: mean/median 42.1/-0.8, min/max -1.7/102.3
Update 286/488, T 587776, FPS 142, 50-training-episode: mean/median 48.2/-0.2, min/max -1.7/102.2
Update 287/488, T 589824, FPS 142, 50-training-episode: mean/median 60.5/101.4, min/max -2.0/102.1
Update 288/488, T 591872, FPS 142, 50-training-episode: mean/median 56.4/101.3, min/max -2.0/102.2
Update 289/488, T 593920, FPS 142, 50-training-episode: mean/median 48.3/-0.5, min/max -1.8/102.2
Update 290/488, T 595968, FPS 142, 50-training-episode: mean/median 46.2/-0.5, min/max -1.8/102.2
Update 291/488, T 598016, FPS 142, 50-training-episode: mean/median 54.4/101.2, min/max -1.7/102.3
Update 292/488, T 600064, FPS 142, 50-training-episode: mean/median 58.6/101.3, min/max -1.5/102.3
Update 293/488, T 602112, FPS 142, 50-training-episode: mean/median 58.5/101.3, min/max -2.0/102.3
Update 294/488, T 604160, FPS 142, 50-training-episode: mean/median 42.0/-0.7, min/max -2.0/102.3
Update 295/488, T 606208, FPS 142, 50-training-episode: mean/median 40.0/-0.7, min/max -1.5/102.1
Update 296/488, T 608256, FPS 142, 50-training-episode: mean/median 58.4/101.2, min/max -1.7/102.2
Update 297/488, T 610304, FPS 142, 50-training-episode: mean/median 56.5/101.2, min/max -1.7/102.2
Update 298/488, T 612352, FPS 143, 50-training-episode: mean/median 52.4/100.9, min/max -1.5/102.1
Update 299/488, T 614400, FPS 143, 50-training-episode: mean/median 48.2/-0.7, min/max -1.7/102.1
Saved ./trained_models/Walking20250807/plume_Walk-v17_20250807_VRNN_constantx5b5noisy3x5b5_stepoob_bx2.72_t100000010000_q0.40.5_dmx0.80.8_dmn0.70.4_h64_wd0.00012_n1_walking_seed3012894.pt
Update 300/488, T 616448, FPS 143, 50-training-episode: mean/median 50.2/50.2, min/max -2.1/102.3
Update 301/488, T 618496, FPS 143, 50-training-episode: mean/median 54.3/101.0, min/max -2.1/102.3
Update 302/488, T 620544, FPS 143, 50-training-episode: mean/median 58.5/101.3, min/max -1.8/102.3
Update 303/488, T 622592, FPS 143, 50-training-episode: mean/median 52.4/101.0, min/max -1.7/102.3
Update 304/488, T 624640, FPS 143, 50-training-episode: mean/median 62.6/101.3, min/max -1.7/102.3
Update 305/488, T 626688, FPS 143, 50-training-episode: mean/median 64.7/101.3, min/max -1.6/102.2
Update 306/488, T 628736, FPS 143, 50-training-episode: mean/median 62.7/101.4, min/max -1.8/102.4
Update 307/488, T 630784, FPS 143, 50-training-episode: mean/median 56.4/101.2, min/max -2.0/102.3
Update 308/488, T 632832, FPS 143, 50-training-episode: mean/median 52.3/101.1, min/max -1.8/102.3
Update 309/488, T 634880, FPS 143, 50-training-episode: mean/median 48.3/-0.3, min/max -1.8/102.1
Update 310/488, T 636928, FPS 143, 50-training-episode: mean/median 54.4/101.0, min/max -1.8/102.1
Update 311/488, T 638976, FPS 143, 50-training-episode: mean/median 56.5/100.8, min/max -2.1/102.2
Update 312/488, T 641024, FPS 143, 50-training-episode: mean/median 58.6/101.1, min/max -2.1/102.3
Update 313/488, T 643072, FPS 143, 50-training-episode: mean/median 62.7/101.4, min/max -2.1/102.3
Update 314/488, T 645120, FPS 143, 50-training-episode: mean/median 48.3/0.2, min/max -1.8/102.3
Update 315/488, T 647168, FPS 143, 50-training-episode: mean/median 46.2/-0.5, min/max -1.8/102.3
Update 316/488, T 649216, FPS 143, 50-training-episode: mean/median 54.5/101.4, min/max -1.7/102.3
Update 317/488, T 651264, FPS 143, 50-training-episode: mean/median 52.4/101.1, min/max -1.7/102.2
Update 318/488, T 653312, FPS 143, 50-training-episode: mean/median 52.3/101.1, min/max -1.7/102.3
Update 319/488, T 655360, FPS 143, 50-training-episode: mean/median 44.2/-0.4, min/max -1.7/102.3
Update 320/488, T 657408, FPS 143, 50-training-episode: mean/median 46.3/-0.4, min/max -1.6/102.1
Update 321/488, T 659456, FPS 143, 50-training-episode: mean/median 40.1/-0.6, min/max -1.8/102.1
Update 322/488, T 661504, FPS 143, 50-training-episode: mean/median 42.0/-0.6, min/max -1.6/101.9
Update 323/488, T 663552, FPS 143, 50-training-episode: mean/median 54.3/101.2, min/max -1.6/102.2
Update 324/488, T 665600, FPS 143, 50-training-episode: mean/median 62.6/101.3, min/max -1.6/102.2
Update 325/488, T 667648, FPS 143, 50-training-episode: mean/median 54.4/101.1, min/max -1.6/102.2
Update 326/488, T 669696, FPS 143, 50-training-episode: mean/median 48.2/-0.1, min/max -1.8/102.2
Update 327/488, T 671744, FPS 143, 50-training-episode: mean/median 50.3/50.5, min/max -1.8/102.2
Update 328/488, T 673792, FPS 143, 50-training-episode: mean/median 58.5/101.1, min/max -1.8/102.2
Update 329/488, T 675840, FPS 143, 50-training-episode: mean/median 56.4/101.1, min/max -1.8/102.2
Update 330/488, T 677888, FPS 143, 50-training-episode: mean/median 46.1/-0.7, min/max -1.7/102.1
Update 331/488, T 679936, FPS 143, 50-training-episode: mean/median 44.0/-0.7, min/max -1.6/102.1
Update 332/488, T 681984, FPS 143, 50-training-episode: mean/median 46.1/-0.7, min/max -1.8/102.3
Update 333/488, T 684032, FPS 143, 50-training-episode: mean/median 44.1/-0.7, min/max -1.8/102.3
Update 334/488, T 686080, FPS 143, 50-training-episode: mean/median 60.5/101.3, min/max -1.7/102.2
Update 335/488, T 688128, FPS 143, 50-training-episode: mean/median 54.3/101.0, min/max -1.8/102.2
Update 336/488, T 690176, FPS 143, 50-training-episode: mean/median 42.0/-0.7, min/max -1.7/102.1
Update 337/488, T 692224, FPS 143, 50-training-episode: mean/median 46.2/-0.3, min/max -1.6/102.3
Update 338/488, T 694272, FPS 143, 50-training-episode: mean/median 48.3/-0.3, min/max -1.5/102.3
Update 339/488, T 696320, FPS 143, 50-training-episode: mean/median 54.3/100.9, min/max -1.7/102.1
Update 340/488, T 698368, FPS 143, 50-training-episode: mean/median 54.3/100.9, min/max -1.7/102.3
Update 341/488, T 700416, FPS 143, 50-training-episode: mean/median 46.1/-0.7, min/max -1.8/102.3
Update 342/488, T 702464, FPS 143, 50-training-episode: mean/median 58.4/101.2, min/max -1.8/102.1
Update 343/488, T 704512, FPS 144, 50-training-episode: mean/median 58.5/101.3, min/max -1.7/102.2
Update 344/488, T 706560, FPS 144, 50-training-episode: mean/median 54.4/101.3, min/max -1.7/102.3
Update 345/488, T 708608, FPS 144, 50-training-episode: mean/median 60.5/101.3, min/max -1.7/102.3
Update 346/488, T 710656, FPS 144, 50-training-episode: mean/median 56.4/101.0, min/max -1.7/102.1
